VIN Number,MSRP,Dealer's Price,Price,Make,Model,Year,Transmission,Mileage,Dealer Name,Dealer Address
1C4HJXDMXNW247522,"$53,505 ","$53,425 ","$53,425 ",,Wrangler,2022,Automatic,9 miles,San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233"
1C4HJXDG9NW249661,"$53,045 ","$53,045 ","$53,444 ",,Wrangler,2022,Automatic,4 miles,Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121 Frisco, TX 75035"
1C4HJXDM1NW247523,"$53,805 ","$53,724 ","$53,724 ",,Wrangler,2022,Automatic,20 miles,San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233"
1C4HJXFN2NW248234,"$56,940 ","$53,616 ","$53,616 ",,Wrangler,2022,8-Speed Automatic,1 miles,Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy Houston, TX 77079"
1C4HJXDG8NW204095,"$54,250 ","$54,250 ","$54,649 ",,Wrangler,2022,Automatic,10 miles,Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121 Frisco, TX 75035"
1C4HJXEN8NW252760,"$54,510 ","$54,510 ","$54,909 ",,Wrangler,2022,Automatic,0 miles,Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121 Frisco, TX 75035"
1C4HJXFN6NW252125,"$55,665 ","$55,665 ","$55,665 ",,Wrangler,2022,8-Speed Automatic,---,Boerne Dodge Chrysler Jeep Ram,"30300 I-10 West Boerne, TX 78006"
1C4HJXDGXNW203658,"$55,365 ","$55,365 ","$55,764 ",,Wrangler,2022,Automatic,0 miles,Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121 Frisco, TX 75035"
1C4HJXDG8NW203657,"$55,760 ","$55,760 ","$56,159 ",,Wrangler,2022,Automatic,0 miles,Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121 Frisco, TX 75035"
1C4HJXEN0NW208154,"$56,575 ","$56,575 ","$56,974 ",,Wrangler,2022,Automatic,4 miles,Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121 Frisco, TX 75035"
1C4HJXDG7NW272095,"$59,700 ","$57,056 ","$57,056 ",,Wrangler,2022,8-Speed Automatic,11 miles,Ingram Park Auto Center Chrysler Jeep,"7000 NW Loop 410 San Antonio, TX 78238"
1C4HJXFN2NW246452,"$57,725 ","$57,725 ","$58,124 ",,Wrangler,2022,Automatic,0 miles,Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121 Frisco, TX 75035"
1C4HJXEM8NW248862,"$58,170 ","$58,170 ","$58,170 ",,Wrangler,2022,Automatic,13 miles,San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233"
1C4HJXFG2NW266864,"$59,765 ","$59,765 ","$60,073 ",,Wrangler,2022,8-Speed Automatic,15 miles,Premier CDJR of Lamesa,"1611 Lubbock Hwy Lamesa, TX 79331"
1C4HJXFN4NW246453,"$60,765 ","$60,765 ","$61,164 ",,Wrangler,2022,Automatic,0 miles,Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121 Frisco, TX 75035"
1C4HJXFN0NW253884,"$62,265 ","$62,172 ","$62,172 ",,Wrangler,2022,Automatic,0 miles,San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233"
1C4HJXFG6NW260324,"$67,525 ","$67,424 ","$67,424 ",,Wrangler,2022,Automatic,0 miles,San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233"
1C4JJXSJ2MW789433,"$80,995 ","$80,995 ","$80,995 ",,Wrangler,2022,Automatic,10 miles,Price Chrysler Dodge Jeep Ram,"1541 US Highway 181 N Floresville, TX 78114"
1C4JJXP64NW214417,"$60,695 ","$60,695 ","$60,695 ",,Wrangler,2022,Automatic,0 miles,Yaklin Chrysler Dodge Jeep Ram,"1550 W Kingsbury St Seguin, TX 78155"
1C4JJXP64NW275797,"$58,280 ","$54,880 ","$54,880 ",,Wrangler,2022,8-Speed Automatic,0 miles,Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy Houston, TX 77079"
1C4JJXP60NW275795,"$58,885 ","$55,485 ","$55,485 ",,Wrangler,2022,8-Speed Automatic,0 miles,Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy Houston, TX 77079"
1C4JJXP69NW275794,"$59,280 ","$55,880 ","$55,880 ",,Wrangler,2022,8-Speed Automatic,0 miles,Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy Houston, TX 77079"
1C4JJXP69NW205292,"$58,280 ","$58,280 ","$58,280 ",,Wrangler,2022,Automatic,0 miles,San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233"
1C4JJXP67NW136926,"$58,280 ","$58,280 ","$58,280 ",,Wrangler,2022,Automatic,13 miles,San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233"
1C4JJXP68NW229521,"$58,550 ","$58,550 ","$58,550 ",,Wrangler,2022,Automatic,0 miles,San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233"
1C4JJXP60NW177883,"$58,580 ","$58,580 ","$58,888 ",,Wrangler,2022,8-Speed Automatic,25 miles,Premier CDJR of Lamesa,"1611 Lubbock Hwy Lamesa, TX 79331"
1C4JJXP66NW229520,"$58,945 ","$58,945 ","$58,945 ",,Wrangler,2022,Automatic,14 miles,San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233"
1C4JJXP67NW274367,"$59,770 ","$59,770 ","$60,169 ",,Wrangler,2022,Automatic,0 miles,Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121 Frisco, TX 75035"
1C4JJXP64NW214417,"$60,695 ","$60,695 ","$60,695 ",,Wrangler,2022,Automatic,0 miles,Yaklin Chrysler Dodge Jeep Ram,"1550 W Kingsbury St Seguin, TX 78155"
1C4JJXP62NW198671,"$60,375 ","$60,375 ","$60,774 ",,Wrangler,2022,Automatic,0 miles,Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121 Frisco, TX 75035"
1C4JJXP69NW228121,"$61,075 ","$61,075 ","$61,075 ",,Wrangler,2022,Automatic,12 miles,San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233"
1C4JJXP60NW228122,"$61,470 ","$61,470 ","$61,470 ",,Wrangler,2022,Automatic,0 miles,San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233"
1C4JJXP67NW228120,"$61,470 ","$61,470 ","$61,470 ",,Wrangler,2022,Automatic,0 miles,San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233"
1C4JJXP61NW264952,"$61,570 ","$61,570 ","$61,570 ",,Wrangler,2022,Automatic,0 miles,San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233"
1C4JJXP65NW232294,"$61,770 ","$61,770 ","$61,770 ",,Wrangler,2022,8-Speed Automatic,11 miles,San Marcos Chrysler Dodge,"2990 I-35 S San Marcos, TX 78666"
1C4JJXP69NW228569,"$61,570 ","$61,570 ","$61,969 ",,Wrangler,2022,Automatic,0 miles,Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121 Frisco, TX 75035"
1C4JJXP65NW153563,"$61,935 ","$61,935 ","$62,243 ",,Wrangler,2022,8-Speed Automatic,15 miles,Premier CDJR of Lamesa,"1611 Lubbock Hwy Lamesa, TX 79331"
1C4JJXR68NW198655,"$65,725 ","$62,325 ","$62,325 ",,Wrangler,2022,8-Speed Automatic,0 miles,Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy Houston, TX 77079"
1C4JJXP61NW198211,"$62,525 ","$62,525 ","$62,525 ",,Wrangler,2022,Automatic,0 miles,San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233"
1C4JJXP67NW228571,"$62,220 ","$62,220 ","$62,619 ",,Wrangler,2022,Automatic,13 miles,Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121 Frisco, TX 75035"
1C4JJXP69NW228572,"$62,220 ","$62,220 ","$62,619 ",,Wrangler,2022,Automatic,13 miles,Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121 Frisco, TX 75035"
1C4JJXP6XNW198210,"$62,920 ","$62,920 ","$62,920 ",,Wrangler,2022,Automatic,9 miles,San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233"
1C4JJXP67NW198214,"$62,920 ","$62,920 ","$62,920 ",,Wrangler,2022,Automatic,14 miles,San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233"
1C4JJXP63NW264533,"$64,190 ","$64,190 ","$64,190 ",,Wrangler,2022,Automatic,0 miles,San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233"
1C4JJXR61NW152861,"$67,935 ","$67,935 ","$68,243 ",,Wrangler,2022,8-Speed Automatic,15 miles,Premier CDJR of Lamesa,"1611 Lubbock Hwy Lamesa, TX 79331"
1C4JJXR62NW222268,"$69,685 ","$69,685 ","$69,685 ",,Wrangler,2022,Automatic,0 miles,San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233"
5TFLA5AB4NX012657,Not Provided,"$47,723 ","$47,723 ",,Tundra,2022,Automatic,---,Toyota of Boerne,"31205 I-10 W Boerne, TX 78006"
5TFLA5AB8NX011303,Not Provided,"$49,039 ","$49,039 ",,Tundra,2022,Automatic,---,Toyota of Boerne,"31205 I-10 W Boerne, TX 78006"
5TFLA5AB3NX111468,"$48,957 ","$48,957 ","$49,198 ",,Tundra,2022,Automatic,1 miles,Family Toyota of Arlington,"1661 Wet N Wild Way Arlington, TX 76011"
5TFLA5AB1NX012499,"$49,970 ","$49,970 ","$49,970 ",,Tundra,2022,Automatic,10 miles,North Park Toyota of San Antonio,"10703 S.W. Loop 410 San Antonio, TX 78211"
5TFLA5DB5NX038535,Not Provided,"$50,453 ","$50,453 ",,Tundra,2022,Automatic,---,Toyota of Boerne,"31205 I-10 W<br>Boerne, TX 78006"
5TFJA5AB4NX010771,"$54,796 ","$54,796 ","$54,796 ",,Tundra,2022,Automatic,0 miles,Alamo Toyota,"18019 US 281 North<br>San Antonio, TX 78232"
5TFLA5DB3NX040445,"$55,317 ","$55,317 ","$55,317 ",,Tundra,2022,Automatic,10 miles,North Park Toyota of San Antonio,"10703 S.W. Loop 410<br>San Antonio, TX 78211"
5TFJC5BC7NX001029,"$58,469 ","$58,469 ","$58,469 ",,Tundra,2022,Automatic,0 miles,Alamo Toyota,"18019 US 281 North<br>San Antonio, TX 78232"
5TFJC5AB0NX001141,"$58,640 ","$58,640 ","$58,859 ",,Tundra,2022,Automatic,0 miles,Toyota of Laredo,"6324 Bob Bullock Loop<br>Laredo, TX 78041"
5TFJA5DB5NX014601,"$59,949 ","$59,949 ","$60,168 ",,Tundra,2022,Automatic,5 miles,"Powell Watson Motors, Inc.","6301 Arena Blvd<br>Laredo, TX 78041"
5TFNA5DB3NX039174,"$65,187 ","$65,187 ","$65,187 ",,Tundra,2022,Automatic,0 miles,Alamo Toyota,"18019 US 281 North<br>San Antonio, TX 78232"
5TFPC5DB4NX004081,"$70,377 ","$70,377 ","$70,377 ",,Tundra,2022,Automatic,0 miles,Alamo Toyota,"18019 US 281 North<br>San Antonio, TX 78232"
1FMEE5DP8NLB35076,Not Provided,"$32,020 ","$32,174 ",,Bronco,2022,Automatic,0 miles,DeMontrond Ford,"3944 US 59 S<br>Cleveland, TX 77328"
1FMDE5BH9NLB12171,Not Provided,"$40,470 ","$40,624 ",,Bronco,2022,,0 miles,DeMontrond Ford,"3944 US 59 S<br>Cleveland, TX 77328"
1FMDE5BH9NLB13062,Not Provided,"$42,015 ","$42,169 ",,Bronco,2022,,0 miles,DeMontrond Ford,"3944 US 59 S<br>Cleveland, TX 77328"
1FMDE5CP1NLB31612,Not Provided,"$44,495 ","$44,649 ",,Bronco,2022,Automatic,0 miles,DeMontrond Ford,"3944 US 59 S<br>Cleveland, TX 77328"
1FMDE5BH6NLB45077,"$45,465 ","$45,465 ","$45,465 ",,Bronco,2022,Automatic,8 miles,Maxwell Ford,"5000 South IH-35<br>Austin, TX 78745"
1FMDE5BH2NLB33377,"$46,520 ","$46,520 ","$46,520 ",,Bronco,2022,,10 miles,Griffith Ford San Marcos,"2661 N Interstate 35<br>San Marcos, TX 78666"
1FMDE5BH8NLB45095,"$46,775 ","$46,775 ","$46,775 ",,Bronco,2022,Automatic,8 miles,Maxwell Ford,"5000 South IH-35<br>Austin, TX 78745"
1FMEE5BP1NLB44446,"$49,115 ","$49,115 ","$49,115 ",,Bronco,2022,Automatic,11 miles,Maxwell Ford,"5000 South IH-35<br>Austin, TX 78745"
1FMEE5BP4NLB43551,"$49,115 ","$49,115 ","$49,115 ",,Bronco,2022,Automatic,11 miles,Maxwell Ford,"5000 South IH-35<br>Austin, TX 78745"
1FMDE5BH4NLA82318,"$52,955 ","$62,955 ","$63,115 ",,Bronco,2022,Automatic,10 miles,"J.O. Williams Motors, Inc.","419 E Broadway Ave.<br>Gladewater, TX 75647"
1FMEE5BPXNLB44588,"$51,760 ","$51,760 ","$51,760 ",,Bronco,2022,Automatic,8 miles,Maxwell Ford,"5000 South IH-35<br>Austin, TX 78745"
1FMEE5DP6NLB31740,"$54,270 ","$54,270 ","$54,270 ",,Bronco,2022,,10 miles,Griffith Ford San Marcos,"2661 N Interstate 35<br>San Marcos, TX 78666"
1FMEE5DP4NLB25337,"$54,920 ","$54,920 ","$54,920 ",,Bronco,2022,,10 miles,Griffith Ford San Marcos,"2661 N Interstate 35<br>San Marcos, TX 78666"
1FMEE5DP3NLB09887,"$55,725 ","$55,725 ","$55,725 ",,Bronco,2022,,10 miles,Griffith Ford San Marcos,"2661 N Interstate 35<br>San Marcos, TX 78666"
1FMEE5DP4NLB30943,Not Provided,"$56,590 ","$56,744 ",,Bronco,2022,Automatic,3 miles,DeMontrond Ford,"3944 US 59 S<br>Cleveland, TX 77328"
1FMDE5BH2NLA83712,Not Provided,"$57,590 ","$57,590 ",,Bronco,2022,Automatic,269 miles,Carvana,"3944 US 59 S<br>Cleveland, TX 77328"
1FMEE5DP1NLB31435,"$63,245 ","$63,245 ","$63,245 ",,Bronco,2022,,10 miles,Griffith Ford San Marcos,"2661 N Interstate 35<br>San Marcos, TX 78666"
1FMEE5DP3NLB32912,"$64,185 ","$64,185 ","$64,185 ",,Bronco,2022,,10 miles,Griffith Ford San Marcos,"2661 N Interstate 35<br>San Marcos, TX 78666"
1FMEE5DP0NLA79277,Not Provided,"$68,990 ","$68,990 ",,Bronco,2022,Automatic,58 miles,Carvana,"2661 N Interstate 35<br>San Marcos, TX 78666"
1FMEE5DP2MLA90053,Not Provided,"$58,674 ","$58,674 ",,Bronco,2022,Automatic,"7,707 miles",Maxwell Ford,"5000 South IH-35<br>Austin, TX 78745"
3FTTW8F96NRA66348,"$31,855 ","$31,855 ","$31,855 ",,Maverick,2022,Automatic,10 miles,Maxwell Ford,"5000 South IH-35<br>Austin, TX 78745"
3FTTW8F96NRA78323,"$31,855 ","$31,855 ","$32,284 ",,Maverick,2022,Automatic,0 miles,Vernon Ford,"2803 Wilbarger St<br>Vernon, TX 76384"
3FTTW8F98NRA45047,Not Provided,"$41,990 ","$41,990 ",,Maverick,2022,8-Speed Automatic,193 miles,Carvana,"2803 Wilbarger St<br>Vernon, TX 76384"
3FTTW8F99NRA41511,Not Provided,"$42,990 ","$42,990 ",,Maverick,2022,8-Speed Automatic,229 miles,Carvana,"2803 Wilbarger St<br>Vernon, TX 76384"
3FTTW8F98NRA53665,Not Provided,"$43,590 ","$43,590 ",,Maverick,2022,8-Speed Automatic,58 miles,Carvana,"2803 Wilbarger St<br>Vernon, TX 76384"
1GT40FDA3NU100794,"$112,839 ","$112,839 ","$112,839 ",,Hummer,2022,Automatic,13 miles,Sterling McCall Buick GMC,"10422 Southwest Fwy Building D<br>Houston, TX 77074"
1GT40FDA6NU100305,"$114,590 ","$114,590 ","$114,590 ",,Hummer,2022,Automatic,11 miles,Sterling McCall Buick GMC,"10422 Southwest Fwy Building D<br>Houston, TX 77074"
1GT40FDAXNU100517,"$115,139 ","$115,139 ","$115,139 ",,Hummer,2022,1-Speed Automatic,0 miles,Sterling McCall Buick GMC,"10422 Southwest Fwy Building D<br>Houston, TX 77074"
1GT40FDA3NU100729,Not Provided,"$115,139 ","$115,139 ",,Hummer,2022,1-Speed Automatic,3 miles,Sterling McCall Buick GMC,"10422 Southwest Fwy Building D<br>Houston, TX 77074"
1GT40FDA1NU100552,"$115,139 ","$115,139 ","$115,139 ",,Hummer,2022,Automatic,11 miles,Sterling McCall Buick GMC,"10422 Southwest Fwy Building D<br>Houston, TX 77074"
1GT40FDA4NU100674,"$115,139 ","$115,139 ","$115,139 ",,Hummer,2022,Automatic,11 miles,Sterling McCall Buick GMC,"10422 Southwest Fwy Building D<br>Houston, TX 77074"
1GT40FDA4NU100688,"$115,139 ","$115,139 ","$115,139 ",,Hummer,2022,Automatic,13 miles,Sterling McCall Buick GMC,"10422 Southwest Fwy Building D<br>Houston, TX 77074"
1GT40FDA3NU100407,"$115,439 ","$115,439 ","$115,439 ",,Hummer,2022,Automatic,5 miles,Sterling McCall Buick GMC,"10422 Southwest Fwy Building D<br>Houston, TX 77074"
3GNKBCR40NS202323,"$35,350 ","$34,100 ","$34,100 ",,Blazer,2022,Automatic,0 miles,Neessen Chevrolet Buick GMC Truck,"2007 S US Highway 77 Byp<br>Kingsville, TX 78363"
3GNKBCR43NS200923,"$37,950 ","$36,961 ","$37,179 ",,Blazer,2022,9-Speed Automatic Overdrive,2 miles,Freestone Autoplex,"1201 Hwy 84 West<br>Fairfield, TX 75840"
3GNKBDRS0NS175435,"$40,220 ","$43,219 ","$43,515 ",,Blazer,2022,9-Speed Automatic Overdrive,13 miles,Coleman Chevrolet,"510 Addison St<br>New Boston, TX 75570"
3GNKBFRS5NS189150,"$43,040 ","$42,141 ","$42,330 ",,Blazer,2022,Automatic,2 miles,Westside Chevrolet,"23001 Katy Fwy<br>Katy, TX 77450"
3GNKBERS4NS145909,"$44,980 ","$43,442 ","$43,652 ",,Blazer,2022,9-Speed Automatic Overdrive,2 miles,Classic Chevrolet of Houston,"7000 Southwest Fwy<br>Houston, TX 77074"
3GNKBERSXNS185184,"$45,605 ","$44,355 ","$44,355 ",,Blazer,2022,Automatic,0 miles,Capitol Chevrolet,"6200 S I H 35<br>Austin, TX 78745"
3GNKBJRS1NS124962,Not Provided,"$44,990 ","$44,990 ",,Blazer,2022,9-Speed Automatic Overdrive,271 miles,Carvana,"6200 S I H 35<br>Austin, TX 78745"
3GNKBERS2NS200339,"$46,885 ","$46,885 ","$46,885 ",,Blazer,2022,9-Speed Automatic Overdrive,5 miles,Four Stars Auto Ranch Chevrolet Buick,"262 US HWY 287 S<br>Henrietta, TX 76365"
3GNKBERS4NS143769,"$44,870 ","$47,169 ","$47,465 ",,Blazer,2022,9-Speed Automatic Overdrive,7 miles,Coleman Chevrolet,"510 Addison St<br>New Boston, TX 75570"
3GNKBERS2NS203029,"$47,670 ","$47,670 ","$47,670 ",,Blazer,2022,9-Speed Automatic Overdrive,2 miles,El Dorado Chevrolet,"2300 North Central Expressway<br>Mckinney, TX 75070"
3GNKBERS8NS196409,"$45,975 ","$46,725 ","$46,725 ",,Blazer,2022,Automatic,10 miles,"Gunn Chevrolet, Ltd.","16550 Interstate 35 N<br>Selma, TX 78154"
3GNKBERS7NS196885,"$46,525 ","$47,275 ","$47,275 ",,Blazer,2022,Automatic,10 miles,"Gunn Chevrolet, Ltd.","16550 Interstate 35 N<br>Selma, TX 78154"
3GNKBERS2NS196860,"$47,520 ","$47,850 ","$47,850 ",,Blazer,2022,Automatic,10 miles,"Gunn Chevrolet, Ltd.","16550 Interstate 35 N<br>Selma, TX 78154"
1C4HJXCG7NW225733,"$50,190 ","$50,190 ","$50,190 ",,Wrangler,2022,Automatic,7 miles,Covert Chrysler Dodge Jeep Ram-Austin,"8107 Research Blvd<br>Austin, TX 78758"
1C4HJXCN5NW225728,"$47,945 ","$47,945 ","$47,945 ",,Wrangler,2022,Automatic,7 miles,Covert Chrysler Dodge Jeep Ram-Austin,"8107 Research Blvd<br>Austin, TX 78758"
1C4GJXAN0NW257291,"$37,275 ","$34,175 ","$34,175 ",,Wrangler,2022,8-Speed Automatic,0 miles,Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079"
1C4GJXAG4NW237157,"$37,940 ","$37,940 ","$37,940 ",,Wrangler,2022,8-Speed Automatic,10 miles,Nyle Maxwell CDJR Austin,"13817 U.S. 183<br>Austin, TX 78750"
1C4HJXAG9NW180572,"$38,560 ","$38,560 ","$38,560 ",,Wrangler,2022,8-Speed Automatic,11 miles,San Marcos Chrysler Dodge,"2990 I-35 S<br>San Marcos, TX 78666"
1C4HJXAG3NW194869,"$38,660 ","$38,660 ","$38,962 ",,Wrangler,2022,8-Speed Automatic,15 miles,Premier CDJR of Lamesa,"1611 Lubbock Hwy<br>Lamesa, TX 79331"
1C4HJXAG1NW235113,"$39,200 ","$39,200 ","$39,200 ",,Wrangler,2022,8-Speed Automatic,10 miles,Nyle Maxwell CDJR Austin,"13817 U.S. 183<br>Austin, TX 78750"
1C4HJXAG9NW272555,"$39,370 ","$39,370 ","$39,370 ",,Wrangler,2022,8-Speed Automatic,0 miles,San Marcos Chrysler Dodge,"2990 I-35 S<br>San Marcos, TX 78666"
1C4GJXAG4MW759639,Not Provided,"$39,590 ","$39,590 ",,Wrangler,2022,6-Speed Manual,273 miles,Carvana,"2990 I-35 S<br>San Marcos, TX 78666"
1C4GJXAG7NW211622,"$39,685 ","$39,685 ","$39,685 ",,Wrangler,2022,6-Speed Manual,10 miles,Nyle Maxwell CDJR Austin,"13817 U.S. 183<br>Austin, TX 78750"
1C4HJXAG7NW262882,"$39,575 ","$39,575 ","$39,768 ",,Wrangler,2022,Automatic,0 miles,Neessen Chrysler Dodge Jeep Ram,"2151 N US Highway 77 Byp<br>Kingsville, TX 78363"
1C4HJXAG1NW196006,"$40,620 ","$40,620 ","$40,620 ",,Wrangler,2022,8-Speed Automatic Overdrive,0 miles,Sames Bastrop CDJ,"1586 Hwy 71 West<br>Cedar Creek, TX 78612"
1C4GJXANXNW223827,"$39,910 ","$40,910 ","$41,128 ",,Wrangler,2022,8-Speed Automatic,2 miles,Freestone Autoplex,"1201 Hwy 84 West<br>Fairfield, TX 75840"
1C4GJXAG2NW175094,"$41,175 ","$41,175 ","$41,175 ",,Wrangler,2022,8-Speed Automatic,11 miles,Nyle Maxwell CDJR Austin,"13817 U.S. 183<br>Austin, TX 78750"
1C4HJXAG2NW181210,"$41,180 ","$41,180 ","$41,180 ",,Wrangler,2022,Automatic,15 miles,"Steele CJDR Lockhart, LLC","2000 S Colorado St<br>Lockhart, TX 78644"
1C4GJXAN8NW223826,"$40,305 ","$41,305 ","$41,523 ",,Wrangler,2022,8-Speed Automatic,2 miles,Freestone Autoplex,"1201 Hwy 84 West<br>Fairfield, TX 75840"
1C4GJXAN1NW223828,"$40,305 ","$41,305 ","$41,523 ",,Wrangler,2022,8-Speed Automatic,2 miles,Freestone Autoplex,"1201 Hwy 84 West<br>Fairfield, TX 75840"
1C4GJXAN6NW195850,"$42,270 ","$42,270 ","$42,270 ",,Wrangler,2022,8-Speed Automatic,24 miles,Nyle Maxwell CDJR Austin,"13817 U.S. 183<br>Austin, TX 78750"
1C4GJXAG3NW175069,"$42,740 ","$42,740 ","$42,740 ",,Wrangler,2022,Automatic,7 miles,Covert Chrysler Dodge Jeep Ram-Austin,"8107 Research Blvd<br>Austin, TX 78758"
1C4GJXAG1NW175071,"$42,740 ","$42,740 ","$42,740 ",,Wrangler,2022,Automatic,7 miles,Covert Chrysler Dodge Jeep Ram-Austin,"8107 Research Blvd<br>Austin, TX 78758"
1C4HJXAG1NW242112,"$43,250 ","$43,250 ","$43,449 ",,Wrangler,2022,Automatic,0 miles,San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35<br>San Antonio, TX 78233"
1C4GJXAN3NW233101,"$44,300 ","$44,300 ","$44,300 ",,Wrangler,2022,8-Speed Automatic,10 miles,Nyle Maxwell CDJR Austin,"13817 U.S. 183<br>Austin, TX 78750"
1C4HJXAG8NW235481,"$40,220 ","$43,955 ","$44,336 ",,Wrangler,2022,Automatic,12 miles,Foundation Chrysler Dodge Jeep Ram - Wichita Falls,"2900 Old Jacksboro Hwy<br>Wichita Falls, TX 76302"
1C4GJXANXNW223830,"$43,160 ","$44,160 ","$44,378 ",,Wrangler,2022,8-Speed Automatic,2 miles,Freestone Autoplex,"1201 Hwy 84 West<br>Fairfield, TX 75840"
1C4GJXAG1NW223829,"$43,265 ","$44,265 ","$44,483 ",,Wrangler,2022,8-Speed Automatic,2 miles,Freestone Autoplex,"1201 Hwy 84 West<br>Fairfield, TX 75840"
1C4HJXAG2NW180879,"$45,780 ","$45,780 ","$45,780 ",,Wrangler,2022,8-Speed Automatic Overdrive,0 miles,Sames Bastrop CDJ,"1586 Hwy 71 West<br>Cedar Creek, TX 78612"
1C4HJXAG0NW180878,"$45,780 ","$45,780 ","$45,780 ",,Wrangler,2022,8-Speed Automatic Overdrive,0 miles,Sames Bastrop CDJ,"1586 Hwy 71 West<br>Cedar Creek, TX 78612"
1C4HJXAG9NW180877,"$45,780 ","$45,780 ","$45,780 ",,Wrangler,2022,8-Speed Automatic Overdrive,0 miles,Sames Bastrop CDJ,"1586 Hwy 71 West<br>Cedar Creek, TX 78612"
1C4HJXCG2NW201906,"$45,945 ","$45,945 ","$46,344 ",,Wrangler,2022,Manual,6 miles,Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121<br>Frisco, TX 75035"
1C4HJXCN7NW225729,"$47,550 ","$47,550 ","$47,550 ",,Wrangler,2022,Automatic,7 miles,Covert Chrysler Dodge Jeep Ram-Austin,"8107 Research Blvd<br>Austin, TX 78758"
1C4HJXCN5NW225728,"$47,945 ","$47,945 ","$47,945 ",,Wrangler,2022,Automatic,7 miles,Covert Chrysler Dodge Jeep Ram-Austin,"8107 Research Blvd<br>Austin, TX 78758"
1C4HJXCG7NW225733,"$50,190 ","$50,190 ","$50,190 ",,Wrangler,2022,Automatic,7 miles,Covert Chrysler Dodge Jeep Ram-Austin,"8107 Research Blvd<br>Austin, TX 78758"
1C4GJXAG5NW259605,"$50,525 ","$50,525 ","$50,525 ",,Wrangler,2022,8-Speed Automatic,---,South Point Dodge Chrysler Jeep,"5210 IH-35 South<br>Austin, TX 78745"
1C4HJXCN0NW196137,"$50,535 ","$50,535 ","$50,934 ",,Wrangler,2022,Automatic,0 miles,Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121<br>Frisco, TX 75035"
1C4HJXCG4NW180850,"$50,990 ","$50,990 ","$51,292 ",,Wrangler,2022,8-Speed Automatic,15 miles,Premier CDJR of Lamesa,"1611 Lubbock Hwy<br>Lamesa, TX 79331"
1C4HJXCN0NW196011,"$58,305 ","$58,305 ","$58,305 ",,Wrangler,2022,8-Speed Automatic,---,South Point Dodge Chrysler Jeep,"5210 IH-35 South<br>Austin, TX 78745"
1C4HJXDG9NW120514,"$51,870 ","$51,870 ","$51,870 ",,Wrangler,2022,Automatic,7 miles,Covert Chrysler Dodge Jeep Ram-Austin,"8107 Research Blvd<br>Austin, TX 78758"
